"文件","原行号","原入口","原中文","原英文","改写中文","改写英文","当前结论"
"packages/local-server/src/imTelegramService.ts","1894","","/start — 查看当前绑定和会话","","/start — 查看连接和当前对话","/start — Show the connection and current conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1895","","/new [消息] — 新建会话","","/new [消息] — 开始新对话","/new [message] — Start a new conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1896","","/conversations — 切换项目历史会话","","/conversations — 切换项目对话","/conversations — Switch project conversations","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1897","","/steer <消息> — 追加当前轮次","","/steer <消息> — 补充当前请求","/steer <message> — Add instructions to the current request","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1898","","/stop — 中断当前轮次","","/stop — 停止当前处理","/stop — Stop the current work","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1899","","/continue — 恢复当前会话","","/continue — 检查并恢复当前对话","/continue — Check and restore the current conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1901","","任务","","任务","Tasks","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1902","","/tasks [页码] — 浏览未完成任务并按状态筛选","","/tasks [页码] — 查看未完成任务并按状态筛选","/tasks [page] — Browse unfinished tasks and filter by status","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1903","","/task — 查看任务操作命令","","/task — 查看任务命令","/task — Show task commands","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1905","","归档删除、批量任务、关系/阶段、数字员工接力、Git 工作区和外部集成治理请回到桌面端完成。","","归档、删除、批量操作、任务关系与阶段、员工协作、Git 和外部服务设置，请在 Zeus 桌面端处理。","Use the Zeus desktop app for archiving, deletion, bulk actions, task relationships and stages, employee collaboration, Git, and external service settings.","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1911","","任务命令","","任务命令","Task commands","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1912","","/tasks [页码] — 浏览未完成任务并按状态筛选","","/tasks [页码] — 查看未完成任务并按状态筛选","/tasks [page] — Browse unfinished tasks and filter by status","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1913","","/task show <任务>","","/task show <任务>","/task show <task>","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1914","","/task create <标题>","","/task create <标题>","/task create <title>","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1916","","/task status <任务> <项目状态>","","/task status <任务> <项目状态>","/task status <task> <project-status>","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1917","","/task push <任务> [说明] — 推送到新会话","","/task push <任务> [说明] — 发送到新对话","/task push <task> [instructions] — Send to a new conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1918","","/task push-current <任务> [说明] — 继续当前任务自己的会话","","/task push-current <任务> [说明] — 继续当前任务对话","/task push-current <task> [instructions] — Continue the current task conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1927","","项目状态：${managementStatusLabel}","","任务状态：${managementStatusLabel}","Task status: ${managementStatusLabel}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1928","","运行状态：${formatTaskRuntimeStatus(task.status)}","","运行状态：${formatTaskRuntimeStatus(task.status)}","Run status: ${formatTaskRuntimeStatus(task.status)}","本轮后续已有调整；以入口清单最终值为准"
"packages/local-server/src/imTelegramService.ts","1929","","类型 / 优先级：${task.taskType} / ${task.priority}","","类型 / 优先级：${task.taskType} / ${task.priority}","Type / priority: ${task.taskType} / ${task.priority}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1930","","描述：${task.description}","","描述：${task.description}","Description: ${task.description}","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1930","","描述：未填写","","描述：未填写","Description: not provided","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1949","","未命名会话","","未命名对话","Untitled conversation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1963","","全部","","全部","All","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1964","","未完成","","未完成","Unfinished","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1974","","正在启动任务…","","正在启动任务…","Starting task…","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1974","","正在暂停任务…","","正在暂停任务…","Pausing task…","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1974","","正在继续任务…","","正在继续任务…","Continuing task…","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","1974","","正在取消任务…","","正在取消任务…","Cancelling task…","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2065","","待开始","","待开始","Not started","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2066","","开发中","","开发中","In development","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2067","","测试中","","测试中","In testing","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2068","","待验收","","待验收","Awaiting acceptance","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2069","","已阻塞","","需要处理","Needs attention","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2070","","已完成","","已完成","Completed","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2071","","已取消","","已取消","Cancelled","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2078","","草稿","","草稿","Draft","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2079","","可启动","","可启动","Ready to start","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2080","","运行中","","运行中","Running","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2081","","已暂停","","已暂停","Paused","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2082","","等待确认","","等待确认","Awaiting confirmation","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2083","","已完成","","已完成","Completed","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2084","","失败","","失败","Failed","最终文字仍在源码"
"packages/local-server/src/imTelegramService.ts","2085","","已取消","","已取消","Cancelled","最终文字仍在源码"
"apps/desktop/src/renderer/features/skills/ExtensionsWorkspace.tsx","313","","卸载 Plugin“${plugin.displayName}”？活动会话引用的旧修订会保留，Connector 授权不会自动删除。","Uninstall “${plugin.displayName}”? Revisions used by active conversations and connector authorization are retained.","卸载插件“${plugin.displayName}”？正在进行的会话仍可使用当前版本。已连接应用的授权会保留，需要另外撤销；插件以后可以重新安装。","Uninstall “${plugin.displayName}”? Active conversations can still use their current version. Connected app authorizations remain and must be revoked separately. You can reinstall the plugin later.","最终文字仍在源码"
