"文件","入口","数量","保留理由","候选逐项原文"
"packages/storage/src/conversationStore.ts","listCompletedPlanRecoveryCandidates","1","模板或 SQL，非界面提示","[{""line"":1825,""text"":""SELECT turn.*\n           FROM conversation_turns turn\n           JOIN conversations conversation ON conversation.id = turn.conversation_id\n           JOIN conversation_submissions submission ON submission.id = turn.client_submission_id\n          WHERE conversation.transport_kind = 'codex_native'\n            AND conversation.provider_thread_id IS NOT NULL\n            AND conversation.provider_state NOT IN ('closed', 'failed')\n            AND conversation.archived = 0\n            AND conversation.agent_kind = ?\n            AND turn.status = 'completed'\n            AND json_extract(submission.input_json, '$.context.workMode') = 'plan'\n            AND NOT EXISTS (SELECT 1 FROM conversation_plan_actions action WHERE action.turn_id = turn.id)\n          ORDER BY turn.created_at, turn.id""}]"
"packages/storage/src/conversationStore.ts","getLatestActiveByConversation.row","1","模板或 SQL，非界面提示","[{""line"":1845,""text"":""SELECT id, conversation_id, provider_thread_id, provider_turn_id, client_submission_id, status,\n              NULL AS error_json, NULL AS plan_json, started_at, completed_at, created_at, updated_at, agent_kind, native_run_id\n         FROM conversation_turns\n        WHERE conversation_id = ? AND status IN ('running', 'dispatching', 'waiting')\n        ORDER BY created_at DESC, id DESC\n        LIMIT 1""}]"
"packages/storage/src/conversationStore.ts","listInProgress","1","模板或 SQL，非界面提示","[{""line"":1860,""text"":""SELECT id, conversation_id, provider_thread_id, provider_turn_id, client_submission_id, status,\n                NULL AS error_json, NULL AS plan_json, started_at, completed_at, created_at, updated_at, agent_kind, native_run_id\n         FROM conversation_turns\n         WHERE status IN ('queued', 'dispatching', 'running', 'waiting', 'paused')\n         ORDER BY conversation_id, created_at, id""}]"
"packages/storage/src/conversationStore.ts","getByConversation.row","1","模板或 SQL，非界面提示","[{""line"":1874,""text"":""SELECT * FROM conversation_provider_sync_checkpoints WHERE conversation_id = ?""}]"
"packages/storage/src/conversationStore.ts","initialize","1","模板或 SQL，非界面提示","[{""line"":1880,""text"":""INSERT INTO conversation_provider_sync_checkpoints\n         (conversation_id, provider_thread_id, baseline_turn_id, last_synced_turn_id, initialized_at, updated_at)\n       VALUES (?, ?, ?, ?, ?, ?)\n       ON CONFLICT(conversation_id) DO NOTHING""}]"
"packages/storage/src/conversationStore.ts","initialize","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1887,""text"":""Provider 同步检查点创建失败：${input.conversationId}""}]"
"packages/storage/src/conversationStore.ts","initialize","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1888,""text"":""Provider 同步检查点线程身份冲突：${input.conversationId}""}]"
"packages/storage/src/conversationStore.ts","rebind","1","模板或 SQL，非界面提示","[{""line"":1895,""text"":""UPDATE conversation_provider_sync_checkpoints\n          SET provider_thread_id = ?, baseline_turn_id = ?, last_synced_turn_id = ?,\n              initialized_at = ?, updated_at = ?\n        WHERE conversation_id = ?""}]"
"packages/storage/src/conversationStore.ts","rebind","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1902,""text"":""Provider 同步检查点重建失败：${input.conversationId}""}]"
"packages/storage/src/conversationStore.ts","rebind","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1903,""text"":""Provider 同步检查点线程身份冲突：${input.conversationId}""}]"
"packages/storage/src/conversationStore.ts","advance","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1909,""text"":""Provider 同步检查点不存在：${input.conversationId}""}]"
"packages/storage/src/conversationStore.ts","advance","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1910,""text"":""Provider 同步检查点线程身份冲突：${input.conversationId}""}]"
"packages/storage/src/conversationStore.ts","advance","1","模板或 SQL，非界面提示","[{""line"":1911,""text"":""UPDATE conversation_provider_sync_checkpoints SET last_synced_turn_id = ?, updated_at = ? WHERE conversation_id = ?""}]"
"packages/storage/src/conversationStore.ts","upsert","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":1926,""text"":""Usage ledger identity is incomplete""}]"
"packages/storage/src/conversationStore.ts","upsert","1","模板或 SQL，非界面提示","[{""line"":1933,""text"":""INSERT INTO codex_usage_ledger\n         (id, provider_id, account_scope_id, project_id, conversation_id, provider_thread_id, provider_turn_id, model, service_tier,\n          total_tokens, input_tokens, cached_input_tokens, cache_write_input_tokens, output_tokens, reasoning_output_tokens,\n          provider_baseline_json, provider_total_json, usage_complete, estimate_json, occurred_at, created_at, updated_at)\n       VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)\n       ON CONFLICT(provider_id, provider_thread_id, provider_turn_id) DO UPDATE SET\n         account_scope_id = excluded.account_scope_id,\n         project_id = excluded.project_id,\n         conversation_id = excluded.conversation_id,\n         model = excluded.model,\n         service_tier = excluded.service_tier,\n         total_tokens = excluded.total_tokens,\n         input_tokens = excluded.input_tokens,\n         cached_input_tokens = excluded.cached_input_tokens,\n         cache_write_input_tokens = excluded.cache_write_input_tokens,\n         output_tokens = excluded.output_tokens,\n         reasoning_output_tokens = excluded.reasoning_output_tokens,\n         provider_baseline_json = excluded.provider_baseline_json,\n         provider_total_json = excluded.provider_total_json,\n         usage_complete = excluded.usage_complete,\n         estimate_json = excluded.estimate_json,\n         occurred_at = excluded.occurred_at,\n         updated_at = excluded.updated_at""}]"
"packages/storage/src/conversationStore.ts","findByProviderTurn.row","1","模板或 SQL，非界面提示","[{""line"":1985,""text"":""SELECT * FROM codex_usage_ledger WHERE provider_id = ? AND provider_thread_id = ? AND provider_turn_id = ?""}]"
"packages/storage/src/conversationStore.ts","deleteById","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":1990,""text"":""DELETE FROM codex_usage_ledger WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","list","1","模板或 SQL，非界面提示","[{""line"":2025,""text"":""SELECT * FROM codex_usage_ledger${where} ORDER BY occurred_at ASC, id ASC""}]"
"packages/storage/src/conversationStore.ts","collectionStartedAt","1","模板或 SQL，非界面提示","[{""line"":2030,""text"":""SELECT occurred_at FROM codex_usage_ledger WHERE account_scope_id = ? ORDER BY occurred_at ASC, id ASC LIMIT 1""}]"
"packages/storage/src/conversationStore.ts","collectionStartedAt","1","模板或 SQL，非界面提示","[{""line"":2031,""text"":""SELECT occurred_at FROM codex_usage_ledger ORDER BY occurred_at ASC, id ASC LIMIT 1""}]"
"packages/storage/src/conversationStore.ts","replaceForItem","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2040,""text"":""DELETE FROM conversation_resources WHERE item_id = ?""}]"
"packages/storage/src/conversationStore.ts","replaceForItem.kind","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2042,""text"":""conversation resource kind""}]"
"packages/storage/src/conversationStore.ts","replaceForItem.presentation","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2043,""text"":""conversation resource presentation""}]"
"packages/storage/src/conversationStore.ts","replaceForItem","1","模板或 SQL，非界面提示","[{""line"":2045,""text"":""INSERT INTO conversation_resources\n             (id, project_id, conversation_id, turn_id, item_id, source_index, canonical_target_digest,\n              kind, presentation, display_json, target_json, authority_json, created_at, updated_at)\n           VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/conversationStore.ts","getById.row","1","模板或 SQL，非界面提示","[{""line"":2072,""text"":""SELECT * FROM conversation_resources WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","listByItem","1","模板或 SQL，非界面提示","[{""line"":2077,""text"":""SELECT * FROM conversation_resources WHERE item_id = ? ORDER BY source_index, id""}]"
"packages/storage/src/conversationStore.ts","listByConversation","1","模板或 SQL，非界面提示","[{""line"":2081,""text"":""SELECT * FROM conversation_resources WHERE conversation_id = ? ORDER BY created_at, source_index, id""}]"
"packages/storage/src/conversationStore.ts","createOrGet.kind","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2110,""text"":""conversation submission kind""}]"
"packages/storage/src/conversationStore.ts","createOrGet.requestedDelivery","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2111,""text"":""conversation submission requested delivery""}]"
"packages/storage/src/conversationStore.ts","createOrGet.status","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2112,""text"":""conversation submission status""}]"
"packages/storage/src/conversationStore.ts","createOrGet.existing","1","模板或 SQL，非界面提示","[{""line"":2113,""text"":""SELECT * FROM conversation_submissions WHERE conversation_id = ? AND idempotency_key = ?""}]"
"packages/storage/src/conversationStore.ts","createOrGet","1","模板或 SQL，非界面提示","[{""line"":2121,""text"":""INSERT INTO conversation_submissions (id, conversation_id, idempotency_key, request_hash, client_message_id, kind, requested_delivery, status, queue_position, input_json, target_provider_turn_id, provider_turn_id, paused_reason, error_json, created_at, updated_at, dispatched_at, resolved_at, replacement_of_submission_id, replacement_reason, execution_snapshot_id, submission_outcome)\n       VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)""}]"
"packages/storage/src/conversationStore.ts","getById.row","1","模板或 SQL，非界面提示","[{""line"":2153,""text"":""SELECT * FROM conversation_submissions WHERE id = ?""}]"
"packages/storage/src/conversationStore.ts","listByConversation","1","模板或 SQL，非界面提示","[{""line"":2158,""text"":""SELECT * FROM conversation_submissions WHERE conversation_id = ? ORDER BY queue_position, created_at, id""}]"
"packages/storage/src/conversationStore.ts","getFirstByConversation.row","1","模板或 SQL，非界面提示","[{""line"":2162,""text"":""SELECT * FROM conversation_submissions WHERE conversation_id = ? ORDER BY created_at, id LIMIT 1""}]"
"packages/storage/src/conversationStore.ts","listQueueByConversation","1","模板或 SQL，非界面提示","[{""line"":2169,""text"":""SELECT * FROM conversation_submissions WHERE conversation_id = ? AND status IN ('queued', 'paused') AND COALESCE(json_extract(input_json, '$.expertRound'), 0) <> 1 ORDER BY queue_position, created_at, id""}]"
"packages/storage/src/conversationStore.ts","listDispatchQueueByConversation","1","模板或 SQL，非界面提示","[{""line"":2178,""text"":""SELECT * FROM conversation_submissions WHERE conversation_id = ? AND status IN ('queued', 'paused') ORDER BY queue_position, created_at, id""}]"
"packages/storage/src/conversationStore.ts","listRecoverable","1","模板或 SQL，非界面提示","[{""line"":2185,""text"":""SELECT * FROM conversation_submissions WHERE status IN ('queued', 'dispatching', 'active', 'paused') AND COALESCE(json_extract(input_json, '$.expertRound'), 0) <> 1 ORDER BY conversation_id, queue_position, created_at, id""}]"
"packages/storage/src/conversationStore.ts","createReplacement","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2206,""text"":""Conversation submission not found: ${id}""}]"
"packages/storage/src/conversationStore.ts","createReplacement","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2208,""text"":""Only queued, paused, or failed submissions can be edited.""}]"
