"原始错误码或精确诊断","原始来源与原文","中文解释","英文解释","解决方向","真实原因判定","按钮约束"
"ZEUS_NATIVE_SUBMISSION_OUTCOME_UNKNOWN","[{""file"":""packages/local-server/src/conversationApplicationOperations.ts"",""line"":1067,""value"":""接纳结果未知的提交禁止改路由，必须先完成恢复核对或取消。""},{""file"":""packages/local-server/src/conversationQueueCoreMutationApplication.ts"",""line"":106,""value"":""接纳结果未知的提交禁止重试，必须先完成恢复核对或取消。""}]","尚未确认上次操作是否已执行，Zeus 已暂停重复执行以避免重复处理。","Zeus has not confirmed whether the previous action ran and has paused repeated attempts to avoid duplicate work.","check","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_NATIVE_SUBMISSION_DELIVERY_UNCONFIRMED","[{""file"":""packages/local-server/src/codexNativeConversationCoordinator.ts"",""line"":1586,""value"":""The provider turn ended without exact evidence that this user message was received.""},{""file"":""packages/local-server/src/codexNativeConversationCoordinator.ts"",""line"":1848,""value"":""A user message has an unconfirmed delivery result and cannot be resent automatically.""},{""file"":""packages/local-server/src/codexProviderHistoryProjection.ts"",""line"":856,""value"":""The active provider turn does not contain exact evidence that this user message was received.""}]","尚未确认上次操作是否已执行，Zeus 已暂停重复执行以避免重复处理。","Zeus has not confirmed whether the previous action ran and has paused repeated attempts to avoid duplicate work.","check","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_CONVERSATION_COMMAND_OUTCOME_UNKNOWN","[{""file"":""packages/local-server/src/conversationCommandApplication.ts"",""line"":340,""value"":""Conversation command result is unknown after the external write started: ${detail}""}]","尚未确认上次操作是否已执行，Zeus 已暂停重复执行以避免重复处理。","Zeus has not confirmed whether the previous action ran and has paused repeated attempts to avoid duplicate work.","check","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_CONVERSATION_DISPATCH_COMMAND_OUTCOME_UNKNOWN","[{""file"":""packages/local-server/src/conversationDispatchCommandApplication.ts"",""line"":382,""value"":""Conversation dispatch result is unknown after the external write started: ${detail}""}]","尚未确认上次操作是否已执行，Zeus 已暂停重复执行以避免重复处理。","Zeus has not confirmed whether the previous action ran and has paused repeated attempts to avoid duplicate work.","check","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_COMMAND_DELIVERY_REPLAY_BLOCKED","[{""file"":""packages/storage/src/commandDeliveryStore.ts"",""line"":502,""value"":""Provider 写出已经开始但尚无回执，禁止自动重放该命令。""},{""file"":""packages/storage/src/commandDeliveryStore.ts"",""line"":514,""value"":""Provider 写出后结果未知或已接纳，禁止自动创建新的派发尝试。""},{""file"":""packages/storage/src/commandDeliveryStore.ts"",""line"":559,""value"":""已收口的派发尝试不能重新标记为 Provider 写出。""}]","尚未确认上次操作是否已执行，Zeus 已暂停重复执行以避免重复处理。","Zeus has not confirmed whether the previous action ran and has paused repeated attempts to avoid duplicate work.","check","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_NATIVE_PROVIDER_STATE_UNCONFIRMED","[{""file"":""packages/local-server/src/codexInteractionRecoveryApplication.ts"",""line"":221,""value"":""Provider thread status has no authoritative runtime generation.""},{""file"":""packages/local-server/src/codexNativeConversationCoordinator.ts"",""line"":1880,""value"":""Recovered provider thread is not at a safe dispatch boundary.""},{""file"":""packages/local-server/src/codexProviderHistoryProjection.ts"",""line"":787,""value"":""Provider thread state cannot confirm that there is no active turn.""},{""file"":""packages/local-server/src/codexProviderHistoryProjection.ts"",""line"":797,""value"":""Provider thread state cannot confirm that the previous turn is terminal.""},{""file"":""packages/local-server/src/codexProviderStopRecoveryApplication.ts"",""line"":254,""value"":""Provider thread omitted its authoritative runtime status.""},{""file"":""packages/local-server/src/codexProviderThreadAuthority.ts"",""line"":189,""value"":""Provider thread omitted its authoritative runtime status.""},{""file"":""packages/local-server/src/codexProviderThreadAuthority.ts"",""line"":202,""value"":""Provider thread has no authoritative runtime generation.""},{""file"":""packages/local-server/src/codexProviderThreadAuthority.ts"",""line"":209,""value"":""Provider reports an active thread but no exact active turn can be projected.""},{""file"":""packages/local-server/src/codexProviderThreadAuthority.ts"",""line"":212,""value"":""Provider thread state cannot confirm a safe idle dispatch boundary.""},{""file"":""packages/local-server/src/codexProviderThreadAuthority.ts"",""line"":251,""value"":""Provider thread remained notLoaded after resume.""}]","尚未确认 AI 上次的处理是否已经结束，暂时不能继续。","Zeus has not confirmed that the AI’s previous work has ended, so it cannot continue yet.","check","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_PROVIDER_STOP_RECOVERY_REQUIRED","[]","尚未确认 AI 上次的处理是否已经结束，暂时不能继续。","Zeus has not confirmed that the AI’s previous work has ended, so it cannot continue yet.","check","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_CODEX_PERMISSION_GRANT_EXCEEDS_POLICY","[{""file"":""packages/local-server/src/codexNativeConversationPolicy.ts"",""line"":975,""value"":""Network access is disabled by the Task execution policy.""},{""file"":""packages/local-server/src/codexNativeConversationPolicy.ts"",""line"":977,""value"":""Project root cannot be resolved for a filesystem permission grant.""},{""file"":""packages/local-server/src/codexNativeConversationPolicy.ts"",""line"":985,""value"":""Filesystem write access is disabled by the conversation permission mode.""}]","当前没有执行此操作所需的权限。请检查相关文件或应用的访问权限。","This action needs access that has not been granted. Check the relevant file or app permissions.","settings","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_PERMISSION_DENIED","[]","当前没有执行此操作所需的权限。请检查相关文件或应用的访问权限。","This action needs access that has not been granted. Check the relevant file or app permissions.","settings","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"EACCES","[]","当前没有执行此操作所需的权限。请检查相关文件或应用的访问权限。","This action needs access that has not been granted. Check the relevant file or app permissions.","settings","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"EPERM","[]","当前没有执行此操作所需的权限。请检查相关文件或应用的访问权限。","This action needs access that has not been granted. Check the relevant file or app permissions.","settings","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_COMPUTER_SENSITIVE_ACTION_DECLINED","[]","你已拒绝这次操作，AI 不会继续执行它。","You declined this action, so the AI will not perform it.","无默认操作","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_BROWSER_SENSITIVE_ACTION_DECLINED","[]","你已拒绝这次操作，AI 不会继续执行它。","You declined this action, so the AI will not perform it.","无默认操作","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_NATIVE_WORKTREE_UNAVAILABLE","[]","本次任务使用的工作目录无法访问。请检查目录是否存在，以及 Zeus 是否有访问权限。","The task’s working folder cannot be accessed. Check that it exists and that Zeus has permission to access it.","settings","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ZEUS_TASK_WORKSPACE_UNAVAILABLE","[]","本次任务使用的工作目录无法访问。请检查目录是否存在，以及 Zeus 是否有访问权限。","The task’s working folder cannot be accessed. Check that it exists and that Zeus has permission to access it.","settings","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ENOENT","[]","需要的文件或程序不存在。请检查所选路径是否正确。","A required file or program could not be found. Check the selected path.","settings","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
"ENOSPC","[]","磁盘可用空间不足，无法完成此操作。请释放空间后再继续。","There is not enough disk space to complete this action. Free up space before continuing.","无默认操作","错误码或完整已知诊断原文匹配；嵌套原因优先","解决方向不授权动作；发送结果未知时只能核对状态，原业务门禁继续生效"
